years,rank,manufacturer,sales
2017-11,54,沃尔沃亚太,8701
2017-11,55,华晨中华,7946
2017-11,56,力帆汽车,7822
2017-11,57,长安铃木,7585
2017-11,58,奇瑞捷豹路虎,6166
2017-11,59,东风雷诺,6006
2017-11,60,北汽昌河,5277
2017-11,61,宝沃汽车,4778
2017-11,62,昌河铃木,4763
2017-11,63,北京越野,4613
2017-11,64,上汽大通,4438
2017-11,65,汉腾汽车,4342
2017-11,66,东风小康,4102
2017-11,67,知豆电动车,4095
2017-11,68,SWM斯威汽车,4033
2017-11,69,江铃集团新能源,4020
2017-11,70,观致汽车,3460
2017-11,71,凯翼汽车,3286
2017-11,72,郑州日产,3275
2017-11,73,海马汽车,3102
2017-11,74,野马汽车,3083
2017-11,75,东风裕隆,2700
2017-11,76,中国重汽VGV,2596
2017-11,77,康迪电动汽车集团,2536
2017-11,78,东风英菲尼迪,2476
2017-11,79,福田汽车,2246
2017-11,80,华晨雷诺,2114
2017-11,81,天津一汽,2086
2017-11,82,奇瑞捷豹路虎,2013
2017-11,83,福建奔驰,1967
2017-11,84,长城汽车,1616
2017-11,85,广汽讴歌,1562
2017-11,86,郑州日产,1481
2017-11,87,福汽新龙马,1229
2017-11,88,郑州日产,1219
2017-11,89,一汽红旗,912
2017-11,90,腾势汽车,894
2017-11,91,江铃汽车,828
2017-11,92,江铃福特,695
2017-11,93,绵阳金杯,549
2017-11,94,DS汽车,414
2017-11,95,北京汽车制造厂,238
2017-11,96,福迪汽车,203
2017-11,97,东南三菱,175
2017-11,98,江西五十铃,59
2017-11,99,北汽新能源,15
2017-11,100,广汽菲克菲亚特,5
2017-11,101,华晨华颂,2
2017-12,1,上汽大众,156300
2017-12,2,吉利汽车,153659
2017-12,3,上汽通用五菱,140268
2017-12,4,上汽通用别克,129827
2017-12,5,东风日产,121033
2017-12,6,北京现代,120634
2017-12,7,一汽-大众,99351
2017-12,8,长安汽车,98737
2017-12,9,长安福特,90188
2017-12,10,长城汽车,88793
2017-12,11,上汽通用五菱,84373
2017-12,12,东风本田,66884
2017-12,13,广汽本田,64195
2017-12,14,众泰汽车,60684
2017-12,15,上汽通用雪佛兰,59968
2017-12,16,悦达起亚,54558
2017-12,17,奇瑞汽车,51971
2017-12,18,比亚迪,51215
2017-12,19,广汽乘用车,43052
2017-12,20,一汽丰田,39869
2017-12,21,北京奔驰,39595
2017-12,22,上汽集团,39403
2017-12,23,北汽幻速,38336
2017-12,24,华晨宝马,35548
2017-12,25,上汽大众斯柯达,33568
2017-12,26,广汽丰田,33323
2017-12,27,一汽-大众奥迪,30889
2017-12,28,东风标致,29358
2017-12,29,东风小康,28019
2017-12,30,鑫源汽车,23658
2017-12,31,东风日产,21350
2017-12,32,长城汽车,21349
2017-12,33,华泰汽车,21074
2017-12,34,东风风行,20700
2017-12,35,广汽菲克Jeep,20674
2017-12,36,东风雪铁龙,20175
2017-12,37,开瑞汽车,19371
2017-12,38,北京汽车,19254
2017-12,39,华晨中华,18882
2017-12,40,江淮汽车,18636
2017-12,41,长安马自达,17582
2017-12,42,力帆汽车,16794
2017-12,43,上汽集团,15520
2017-12,44,猎豹汽车,15229
2017-12,45,长安汽车,14809
2017-12,46,上汽通用凯迪拉克,13818
2017-12,47,北汽昌河,12854
2017-12,48,一汽海马,12839
2017-12,49,北汽新能源,12718
2017-12,50,广汽三菱,12561
2017-12,51,东南汽车,12128
2017-12,52,北汽昌河,11773
2017-12,53,东风乘用车,11321
2017-12,54,一汽奔腾,10689
2017-12,55,一汽马自达,10648
2017-12,56,奇瑞捷豹路虎,10269
2017-12,57,比速汽车,9512
2017-12,58,沃尔沃亚太,8981
2017-12,59,一汽吉林,8045
2017-12,60,长安铃木,7598
2017-12,61,昌河铃木,6901
2017-12,62,野马汽车,6762
2017-12,63,北京越野,6404
2017-12,64,奇瑞捷豹路虎,6382
2017-12,65,东风雷诺,6122
2017-12,66,SWM斯威汽车,5473
2017-12,67,汉腾汽车,4886
2017-12,68,宝沃汽车,4828
2017-12,69,江铃集团新能源,4729
2017-12,70,上汽大通,4557
2017-12,71,东风小康,4382
2017-12,72,天津一汽,3865
2017-12,73,东风英菲尼迪,3381
2017-12,74,郑州日产,3020
2017-12,75,海马汽车,3016
2017-12,76,凯翼汽车,2905
2017-12,77,中国重汽VGV,2802
2017-12,78,东风裕隆,2596
2017-12,79,福田汽车,2484
2017-12,80,福汽新龙马,2312
2017-12,81,康迪电动汽车集团,1963
2017-12,82,广汽讴歌,1961
2017-12,83,福建奔驰,1923
2017-12,84,观致汽车,1645
2017-12,85,长城汽车,1603
2017-12,86,江铃汽车,1387
2017-12,87,郑州日产,1328
2017-12,88,知豆电动车,1271
2017-12,89,腾势汽车,1179
2017-12,90,江铃福特,1008
2017-12,91,郑州日产,900
2017-12,92,江西五十铃,791
2017-12,93,一汽红旗,661
2017-12,94,绵阳金杯,649
2017-12,95,东南三菱,378
2017-12,96,华晨华颂,351
2017-12,97,DS汽车,306
2017-12,98,福迪汽车,223
2017-12,99,北京汽车制造厂,153
2017-12,100,广汽菲克菲亚特,8
2018-01,1,上汽大众,178911
2018-01,2,一汽-大众,169913
2018-01,3,吉利汽车,148916
2018-01,4,上汽通用别克,112345
2018-01,5,上汽通用五菱,94996
2018-01,6,长安汽车,93381
2018-01,7,一汽丰田,83775
2018-01,8,上汽通用五菱,79773
2018-01,9,长城汽车,78459
2018-01,10,东风日产,78329
2018-01,11,广汽本田,73154
2018-01,12,东风本田,67455
2018-01,13,一汽-大众奥迪,62741
2018-01,14,广汽乘用车,60661
2018-01,15,北京现代,60010
2018-01,16,北京奔驰,53448
2018-01,17,上汽集团,49038
2018-01,18,上汽通用雪佛兰,48855
2018-01,19,长安福特,48635
2018-01,20,广汽丰田,45591
2018-01,21,华晨宝马,43524
2018-01,22,比亚迪,42159
2018-01,23,奇瑞汽车,34924
2018-01,24,上汽大众斯柯达,34088
2018-01,25,东风小康,33463
2018-01,26,悦达起亚,30148
2018-01,27,上汽通用凯迪拉克,26019
2018-01,28,众泰汽车,24990
2018-01,29,上汽集团,23987
2018-01,30,北汽幻速,22875
2018-01,31,长安马自达,21887
2018-01,32,江淮汽车,20341
2018-01,33,长城汽车,20289
2018-01,34,东风风行,20006
2018-01,35,东风日产,19638
2018-01,36,长安汽车,18589
2018-01,37,东南汽车,18034
2018-01,38,一汽马自达,17377
2018-01,39,东风标致,17313
2018-01,40,东风乘用车,16763
2018-01,41,广汽三菱,15682
2018-01,42,东风雪铁龙,13850
2018-01,43,广汽菲克Jeep,13517
2018-01,44,一汽奔腾,12070
2018-01,45,猎豹汽车,10380
2018-01,46,沃尔沃亚太,10149
2018-01,47,华晨雷诺,9976
2018-01,48,北汽新能源,9411
2018-01,49,鑫源汽车,9111
2018-01,50,东风雷诺,9000
2018-01,51,比速汽车,7926
2018-01,52,一汽海马,7448
2018-01,53,北京汽车,6507
2018-01,54,领克,6173
2018-01,55,北汽昌河,6043
2018-01,56,华晨中华,5782
2018-01,57,开瑞汽车,5739
2018-01,58,奇瑞捷豹路虎,5222
2018-01,59,一汽吉林,5128
2018-01,60,长安铃木,4856
2018-01,61,观致汽车,4232
2018-01,62,SWM斯威汽车,4001
2018-01,63,北京越野,3969
2018-01,64,上汽大通,3775
2018-01,65,宝沃汽车,3217
2018-01,66,海马汽车,3086
2018-01,67,奇瑞捷豹路虎,2903
2018-01,68,福建奔驰,2858
2018-01,69,东风小康,2810
2018-01,70,力帆汽车,2769
2018-01,71,汉腾汽车,2727
2018-01,72,福田汽车,2510
2018-01,73,凯翼汽车,2018
2018-01,74,中国重汽VGV,1916
2018-01,75,江铃集团新能源,1897
2018-01,76,东风裕隆,1870
2018-01,77,北汽昌河,1806
2018-01,78,天津一汽,1700
2018-01,79,君马汽车,1519
2018-01,80,野马汽车,1363
2018-01,81,华泰汽车,1316
2018-01,82,郑州日产,1263
2018-01,83,福汽新龙马,750
2018-01,84,昌河铃木,717
2018-01,85,郑州日产,589
2018-01,86,郑州日产,522
2018-01,87,广汽讴歌,503
2018-01,88,一汽红旗,469
2018-01,89,江铃汽车,466
2018-01,90,江铃福特,419
2018-01,91,云度新能源,356
2018-01,92,绵阳金杯,344
2018-01,93,福迪汽车,300
2018-01,94,DS汽车,283
2018-01,95,长城汽车,269
2018-01,96,知豆电动车,259
2018-01,97,江西五十铃,163
2018-01,98,北京汽车制造厂,116
2018-01,99,广汽菲克菲亚特,20
2018-01,100,东风英菲尼迪,8
2018-01,101,华晨华颂,6
2018-02,1,吉利汽车,106231
2018-02,2,上汽大众,102617
2018-02,3,一汽-大众,78435
2018-02,4,上汽通用五菱,76974
2018-02,5,上汽通用别克,67033
2018-02,6,上汽通用五菱,59379
2018-02,7,东风日产,54508
2018-02,8,长安汽车,52918
2018-02,9,长城汽车,42169
2018-02,10,一汽丰田,39968
2018-02,11,广汽本田,39896
2018-02,12,东风本田,39567
2018-02,13,长安福特,36627
2018-02,14,北京现代,35595
2018-02,15,上汽集团,34398
2018-02,16,广汽乘用车,33458
2018-02,17,一汽-大众奥迪,32883
2018-02,18,北京奔驰,32816
2018-02,19,上汽通用雪佛兰,26473
2018-02,20,比亚迪,26152
2018-02,21,华晨宝马,24968
2018-02,22,奇瑞汽车,22814
2018-02,23,广汽丰田,22602
2018-02,24,悦达起亚,21506
2018-02,25,众泰汽车,21061
2018-02,26,东风小康,20314
2018-02,27,上汽通用凯迪拉克,18014
2018-02,28,上汽大众斯柯达,17528
2018-02,29,北汽幻速,15750
2018-02,30,长安汽车,15101
2018-02,31,上汽集团,12568
2018-02,32,江淮汽车,11278
2018-02,33,东风风行,11000
2018-02,34,东风日产,10936
2018-02,35,广汽三菱,10006
2018-02,36,长安马自达,8798
2018-02,37,长城汽车,8529
2018-02,38,东南汽车,8505
2018-02,39,一汽马自达,8435
2018-02,40,东风标致,8066
2018-02,41,猎豹汽车,7994
2018-02,42,广汽菲克Jeep,7914
2018-02,43,东风乘用车,7438
2018-02,44,北汽新能源,6691
2018-02,45,华晨中华,6263
2018-02,46,东风雷诺,5800
2018-02,47,比速汽车,5379
2018-02,48,东风雪铁龙,5332
2018-02,49,沃尔沃亚太,5296
2018-02,50,一汽奔腾,4709
2018-02,51,北京汽车,4457
2018-02,52,开瑞汽车,4282
2018-02,53,一汽海马,4147
2018-02,54,领克,4012
2018-02,55,一汽吉林,3660
2018-02,56,奇瑞捷豹路虎,3314
2018-02,57,长安铃木,3280
2018-02,58,SWM斯威汽车,3203
2018-02,59,汉腾汽车,3088
2018-02,60,观致汽车,3023
2018-02,61,力帆汽车,2592
2018-02,62,上汽大通,2366
2018-02,63,江铃集团新能源,2299
2018-02,64,北汽昌河,2113
2018-02,65,奇瑞捷豹路虎,1883
2018-02,66,天津一汽,1849
2018-02,67,北京越野,1838
2018-02,68,北汽昌河,1769
2018-02,69,东风英菲尼迪,1642
2018-02,70,君马汽车,1555
2018-02,71,东风小康,1530
2018-02,72,福田汽车,1334
2018-02,73,江铃汽车,1328
2018-02,74,华泰汽车,1065
2018-02,75,中国重汽VGV,1009
2018-02,76,知豆电动车,930
2018-02,77,凯翼汽车,876
2018-02,78,野马汽车,759
2018-02,79,福建奔驰,748
2018-02,80,郑州日产,744
2018-02,81,海马汽车,709
2018-02,82,宝沃汽车,707
2018-02,83,长城汽车,354
2018-02,84,江铃福特,309
2018-02,85,绵阳金杯,289
2018-02,86,昌河铃木,280
2018-02,87,东风裕隆,244
2018-02,88,广汽讴歌,234
2018-02,89,一汽红旗,214
2018-02,90,郑州日产,201
2018-02,91,云度新能源,201
2018-02,92,DS汽车,197
2018-02,93,江西五十铃,165
2018-02,94,福迪汽车,133
2018-02,95,福汽新龙马,131
2018-02,96,郑州日产,119
2018-02,97,北京汽车制造厂,106
2018-02,98,华晨华颂,26
2018-02,99,广汽菲克菲亚特,1
2018-03,1,上汽大众,153006
2018-03,2,一汽-大众,122343
2018-03,3,吉利汽车,120964
2018-03,4,东风日产,100268
2018-03,5,上汽通用五菱,97669
2018-03,6,上汽通用别克,90519
2018-03,7,上汽通用五菱,82165
2018-03,8,长安汽车,82033
2018-03,9,北京现代,67006
2018-03,10,一汽丰田,62860
2018-03,11,长城汽车,59895
2018-03,12,广汽本田,56667
2018-03,13,一汽-大众奥迪,53557
2018-03,14,广汽乘用车,53383
2018-03,15,东风本田,49070
2018-03,16,长安福特,45189
2018-03,17,广汽丰田,42965
2018-03,18,比亚迪,42328
2018-03,19,上汽通用雪佛兰,41447
2018-03,20,上汽集团,41075
2018-03,21,北京奔驰,40741
2018-03,22,奇瑞汽车,38444
2018-03,23,东风小康,37280
2018-03,24,众泰汽车,35990
2018-03,25,华晨宝马,35569
2018-03,26,悦达起亚,30541
2018-03,27,长安汽车,29025
2018-03,28,上汽大众斯柯达,23887
2018-03,29,江淮汽车,21068
2018-03,30,上汽集团,20126
2018-03,31,北汽幻速,19392
2018-03,32,上汽通用凯迪拉克,19006
2018-03,33,东风标致,18103
2018-03,34,东风风行,16760
2018-03,35,广汽菲克Jeep,15540
2018-03,36,长安马自达,15414
2018-03,37,华晨中华,15301
2018-03,38,东风雪铁龙,14800
2018-03,39,东风日产,14491
2018-03,40,长城汽车,14130
2018-03,41,广汽三菱,12700
2018-03,42,东风乘用车,11134
2018-03,43,北汽新能源,10645
2018-03,44,一汽马自达,10568
2018-03,45,一汽奔腾,10362
2018-03,46,猎豹汽车,8732
2018-03,47,东南汽车,8607
2018-03,48,领克,8507
2018-03,49,沃尔沃亚太,8132
2018-03,50,北京汽车,7461
2018-03,51,开瑞汽车,7384
2018-03,52,力帆汽车,6844
2018-03,53,比速汽车,6777
2018-03,54,华泰汽车,6645
2018-03,55,东风雷诺,6105
2018-03,56,一汽吉林,5763
2018-03,57,汉腾汽车,5064
2018-03,58,一汽海马,4875
2018-03,59,长安铃木,4843
2018-03,60,奇瑞捷豹路虎,4708
2018-03,61,北汽昌河,4383
2018-03,62,观致汽车,4116
2018-03,63,东风小康,3734
2018-03,64,SWM斯威汽车,3313
2018-03,65,宝沃汽车,3020
2018-03,66,知豆电动车,3006
2018-03,67,北京越野,2992
2018-03,68,奇瑞捷豹路虎,2418
2018-03,69,东风英菲尼迪,2391
2018-03,70,海马汽车,2322
2018-03,71,福建奔驰,2310
2018-03,72,鑫源汽车,2221
2018-03,73,福田汽车,2158
2018-03,74,昌河铃木,1827
2018-03,75,江铃汽车,1727
2018-03,76,江铃集团新能源,1727
2018-03,77,野马汽车,1630
2018-03,78,东风裕隆,1375
2018-03,79,中国重汽VGV,1373
2018-03,80,北汽昌河,1339
2018-03,81,君马汽车,1295
2018-03,82,郑州日产,900
2018-03,83,江铃福特,873
2018-03,84,凯翼汽车,868
2018-03,85,长城汽车,792
2018-03,86,天津一汽,726
2018-03,87,上汽大通,706
2018-03,88,广汽讴歌,682
2018-03,89,一汽红旗,641
2018-03,90,福汽新龙马,433
2018-03,91,江西五十铃,350
2018-03,92,绵阳金杯,296
2018-03,93,云度新能源,276
2018-03,94,郑州日产,272
2018-03,95,北京汽车制造厂,206
2018-03,96,福迪汽车,179
2018-03,97,郑州日产,161
2018-03,98,DS汽车,137
2018-03,99,华晨华颂,60
2018-04,1,上汽大众,131260
2018-04,2,吉利汽车,119738
2018-04,3,一汽-大众,101260
2018-04,4,上汽通用别克,92698
2018-04,5,东风日产,91095
2018-04,6,上汽通用五菱,70685
2018-04,7,北京现代,70007
2018-04,8,上汽通用五菱,56450
2018-04,9,长安汽车,55062
2018-04,10,长城汽车,55055
2018-04,11,东风本田,54417
2018-04,12,广汽本田,53216
2018-04,13,一汽丰田,48671
2018-04,14,一汽-大众奥迪,46422
2018-04,15,上汽通用雪佛兰,46389
2018-04,16,广汽丰田,43140
2018-04,17,广汽乘用车,42471
2018-04,18,北京奔驰,41658
2018-04,19,上汽集团,39396
2018-04,20,长安福特,37792
2018-04,21,比亚迪,36550
2018-04,22,华晨宝马,36233
2018-04,23,悦达起亚,33098
2018-04,24,奇瑞汽车,30561
2018-04,25,上汽大众斯柯达,28355
2018-04,26,上汽集团,22889
2018-04,27,众泰汽车,22887
2018-04,28,上汽通用凯迪拉克,18024
2018-04,29,长安马自达,16236
2018-04,30,北汽幻速,16117
2018-04,31,江淮汽车,15607
2018-04,32,东风标致,14967
2018-04,33,长安汽车,14700
2018-04,34,东风小康,13860
2018-04,35,长城汽车,13139
2018-04,36,东风雪铁龙,12515
2018-04,37,广汽三菱,11967
2018-04,38,广汽菲克Jeep,11461
2018-04,39,东风日产,11302
2018-04,40,东风风行,10003
2018-04,41,猎豹汽车,9652
2018-04,42,北汽新能源,9415
2018-04,43,一汽马自达,9293
2018-04,44,领克,9079
2018-04,45,沃尔沃亚太,7327
2018-04,46,东风乘用车,7030
2018-04,47,东风雷诺,6482
2018-04,48,一汽奔腾,6437
2018-04,49,华晨中华,6257
2018-04,50,东南汽车,6118
2018-04,51,鑫源汽车,6050
2018-04,52,北京汽车,5671
2018-04,53,比速汽车,5496
2018-04,54,观致汽车,5355
2018-04,55,汉腾汽车,5190
2018-04,56,华泰汽车,5161
2018-04,57,东风小康,4958
2018-04,58,北汽昌河,4881
2018-04,59,奇瑞捷豹路虎,4874
2018-04,60,开瑞汽车,4768
2018-04,61,长安铃木,4614
2018-04,62,奇瑞新能源,4517
2018-04,63,力帆汽车,4466
2018-04,64,知豆电动车,4188
2018-04,65,北汽昌河,3790
2018-04,66,奇瑞捷豹路虎,3221
2018-04,67,一汽海马,3103
2018-04,68,SWM斯威汽车,3098
2018-04,69,上汽大通,3048
2018-04,70,江铃集团新能源,3000
2018-04,71,福建奔驰,2348
2018-04,72,昌河铃木,2330
2018-04,73,福田汽车,2238
2018-04,74,东风英菲尼迪,2194
2018-04,75,北京越野,2040
2018-04,76,宝沃汽车,1905
2018-04,77,一汽吉林,1869
2018-04,78,野马汽车,1474
2018-04,79,君马汽车,1281
2018-04,80,天津一汽,1146
2018-04,81,中国重汽VGV,1008
2018-04,82,郑州日产,1006
2018-04,83,东风裕隆,968
2018-04,84,海马汽车,942
2018-04,85,凯翼汽车,782
2018-04,86,江铃汽车,661
2018-04,87,长城汽车,641
2018-04,88,江铃福特,549
2018-04,89,一汽红旗,548
2018-04,90,广汽讴歌,489
2018-04,91,北京汽车制造厂,440
2018-04,92,腾势汽车,287
2018-04,93,江西五十铃,261
2018-04,94,云度新能源,217
2018-04,95,福汽新龙马,182
2018-04,96,郑州日产,177
2018-04,97,康迪电动汽车集团,151
2018-04,98,郑州日产,140
2018-04,99,福迪汽车,127
2018-04,100,华晨华颂,113
2018-04,101,绵阳金杯,105
2018-04,102,广汽菲克菲亚特,69
2018-04,103,DS汽车,52
2018-05,1,上汽大众,139900
2018-05,2,吉利汽车,113834
2018-05,3,一汽-大众,103860
2018-05,4,东风日产,95005
2018-05,5,上汽通用别克,80619
2018-05,6,上汽通用五菱,65140
2018-05,7,一汽丰田,64205
2018-05,8,上汽通用五菱,60560
2018-05,9,北京现代,60426
2018-05,10,东风本田,55766
2018-05,11,广汽本田,52632
2018-05,12,广汽丰田,50088
2018-05,13,长城汽车,47610
2018-05,14,长安汽车,46261
2018-05,15,一汽-大众奥迪,45402
2018-05,16,上汽通用雪佛兰,43019
2018-05,17,北京奔驰,42110
2018-05,18,上汽集团,39225
2018-05,19,广汽乘用车,37346
2018-05,20,比亚迪,36927
2018-05,21,华晨宝马,35516
2018-05,22,奇瑞汽车,33686
2018-05,23,长安福特,30366
2018-05,24,悦达起亚,29840
2018-05,25,上汽大众斯柯达,29420
2018-05,26,众泰汽车,23094
2018-05,27,上汽集团,19382
2018-05,28,上汽通用凯迪拉克,17309
2018-05,29,长安马自达,15812
2018-05,30,北汽幻速,15400
2018-05,31,江淮汽车,13765
2018-05,32,广汽三菱,12706
2018-05,33,东风雪铁龙,12600
2018-05,34,长安汽车,12466
2018-05,35,东风标致,11786
2018-05,36,东风小康,11743
2018-05,37,长城汽车,11079
2018-05,38,广汽菲克Jeep,10373
2018-05,39,东风风行,10008
2018-05,40,东风日产,9911
2018-05,41,一汽马自达,9617
2018-05,42,领克,9234
2018-05,43,沃尔沃亚太,8939
2018-05,44,北京汽车,8559
2018-05,45,开瑞汽车,8277
2018-05,46,猎豹汽车,8132
2018-05,47,鑫源汽车,7457
2018-05,48,华泰汽车,7406
2018-05,49,北汽昌河,7396
2018-05,50,一汽奔腾,7332
2018-05,51,观致汽车,7028
2018-05,52,汉腾汽车,5809
2018-05,53,比速汽车,5778
2018-05,54,一汽海马,5292
2018-05,55,华晨中华,5195
2018-05,56,东南汽车,5152
2018-05,57,奇瑞新能源,5072
2018-05,58,东风雷诺,5065
2018-05,59,北汽新能源,5045
2018-05,60,东风乘用车,4792
2018-05,61,江铃集团新能源,4534
2018-05,62,奇瑞捷豹路虎,4451
2018-05,63,知豆电动车,4368
2018-05,64,长安铃木,4260
2018-05,65,力帆汽车,3776
2018-05,66,宝沃汽车,3554
2018-05,67,东风小康,3481
2018-05,68,北京越野,3480
2018-05,69,SWM斯威汽车,3295
2018-05,70,一汽红旗,2906
2018-05,71,上汽大通,2673
2018-05,72,奇瑞捷豹路虎,2586
2018-05,73,海马汽车,2562
2018-05,74,福建奔驰,2479
2018-05,75,福田汽车,1859
2018-05,76,东风英菲尼迪,1820
2018-05,77,康迪电动汽车集团,1651
2018-05,78,广汽埃安,1310
2018-05,79,天津一汽,1232
2018-05,80,君马汽车,1223
2018-05,81,北汽昌河,1208
2018-05,82,昌河铃木,1011
2018-05,83,中国重汽VGV,942
2018-05,84,郑州日产,939
2018-05,85,一汽吉林,938
2018-05,86,长城汽车,759
2018-05,87,野马汽车,757
2018-05,88,东风裕隆,736
2018-05,89,福汽新龙马,600
2018-05,90,DS汽车,538
2018-05,91,凯翼汽车,526
2018-05,92,江西五十铃,519
2018-05,93,郑州日产,444
2018-05,94,江铃福特,436
2018-05,95,广汽讴歌,414
2018-05,96,江铃汽车,347
2018-05,97,北京汽车制造厂,304
2018-05,98,郑州日产,239
2018-05,99,腾势汽车,155
2018-05,100,绵阳金杯,104
2018-05,101,福迪汽车,84
2018-05,102,云度新能源,60
2018-05,103,广汽菲克菲亚特,12
2018-05,104,华晨华颂,10
2018-06,1,上汽大众,146600
2018-06,2,吉利汽车,119202
2018-06,3,一汽-大众,103835
2018-06,4,北京现代,87052
